"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","학교특성","분교여부","설립유형","주야구분","개교기념일","설립일","법정동코드","주소내역","상세주소내역","우편번호","학교도로명 우편번호","학교도로명 주소","학교도로명 상세주소","위도","경도","전화번호","팩스번호","홈페이지 주소","남녀공학 구분","폐교여부","폐교일자","휴교여부"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001017","용두초등학교","02","공립","","N","단설","주간","19550401","19550401","4128111300","경기도 고양시 덕양구 용두동","14.","412110","10549","경기도 고양시 덕양구 용두로121번길 20","(용두동, 용두초등학교)","37.6215960142","126.89328273","02-387-1053","02-354-5504","yongdoo-e.goegy.kr","남녀공학","N","","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001018","용정초등학교","02","공립","","N","단설","주간","19951208","19951208","4128112300","경기도 고양시 덕양구 화정동","918.","412270","10476","경기도 고양시 덕양구 은빛로17번길",", 53  (화정동)","37.6405393377","126.8296749602","031-967-0366","031-967-0367","https://youngjong-e-e.goegy.kr/youngjong-e-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001019","원당초등학교","02","공립","","N","단설","주간","19320818","19320818","4128110100","경기도 고양시 덕양구 주교동","313-8번지.","412010","10298","경기도 고양시 덕양구 마상로107번길 13","(주교동,원당초등학교)","37.6623758295","126.8349518425","031-969-6661","031-969-6664","wd-e.goegy.kr","남녀공학","N","","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001020","원중초등학교","02","공립","","N","단설","주간","19670302","19670302","4128510100","",".","","10324","경기도 고양시 일산동구 위시티3로 67","(식사동)","37.6752261313","126.8146872649","031-966-3003","031-967-4861","wonjung-e.goegy.kr","남녀공학","N","","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001021","율동초등학교","02","공립","","N","단설","주간","19941101","19941101","4128510300","경기도 고양시 일산동구 정발산동","1117번지.","410828","10357","경기도 고양시 일산동구 산두로 223","(정발산동)","37.6754852005","126.7788890325","031-913-0384","031-913-0385","yuldong-e.goegy.kr","남녀공학","N","","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001023","일산초등학교","02","공립","","N","단설","주간","19240916","19240916","4128710100","경기도 고양시 일산서구 일산동","일산초교길 44.","411310","10353","경기도 고양시 일산서구 일중로15번길 38","(일산동)","37.6828529077","126.7720107636","031-975-2390","031-975-6543","ilsancho-e.goegy.kr","남녀공학","N","","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001024","장성초등학교","02","공립","","N","단설","주간","19941101","19941101","4128710400","",".","","10376","경기도 고양시 일산서구 일산로 738","(대화동,장성초등학교)","37.6780108943","126.7497119914","031-915-0273","031-915-0275","https://kgjangs-e.goegy.kr/kgjangs-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001025","장촌초등학교","02","공립","","N","단설","주간","19941101","19941101","4128710400","경기도 고양시 일산서구 대화동 2238~2304","2269번지.","411806","10383","경기도 고양시 일산서구 호수로856번길 43","(대화동)","37.6728340904","126.7489631265","031-914-0471","031-914-0475","https://jangchon-e.goegy.kr/jangchon-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001026","저동초등학교","02","공립","","N","단설","주간","19941024","19941024","4128510300","경기도 고양시 일산동구 장항동","688번지.","410380","10362","경기도 고양시 일산동구 대산로11번길 37",", 저동초등학교 (정발산동)","37.6680192502","126.7739013853","031-914-0381","031-914-0385","http://jeodong-e.goegy.kr/","남녀공학","N","","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001027","정발초등학교","02","공립","","N","단설","주간","19930301","19930301","4128510500","경기도 고양시 일산동구 마두2동","758번지.","410811","10416","경기도 고양시 일산동구 강송로 190","(마두동)","37.6557627831","126.7837570533","031-902-0182","031-902-0330","https://jeongbal-e.goegy.kr/jeongbal-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001028","주엽초등학교","02","공립","","N","병설","주간","19940301","19940301","4128710200","경기도 고양시 일산서구 주엽동","100번지 주엽초등학교.","411370","10385","경기도 고양시 일산서구 강선로 29","(주엽동,주엽초등학교)","37.667360554","126.7615082109","031-912-0034","031-912-0035","https://jy-e.goegy.kr/","남녀공학","N","","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001029","중산초등학교","02","공립","","N","단설","주간","19950701","19941101","4128510200","경기도 고양시 일산동구 중산동","1575-3.","410831","10332","경기도 고양시 일산동구 탄중로 373","(중산동, 중산초등학교)","37.6904575505","126.7837062344","031-977-4194","031-977-4197","https://js-e.goegy.kr/js-e/main.do","남녀공학","N","","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001030","지도초등학교","02","공립","","N","단설","주간","19961201","19961201","4128112300","경기도 고양시 덕양구 화정동","1132번지.","412270","10504","경기도 고양시 덕양구 성신로 49","(화정동, 지도초등학교)","37.6282774264","126.8338083427","031-973-2165","031-973-2169","https://jido-e-e.goegy.kr","남녀공학","N","","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001031","지축초등학교","02","공립","","N","단설","주간","19800901","19800901","4128110900","경기도 고양시 덕양구 지축동","654-1.","412815","","","","37.65302","126.916","02-381-5166","02-381-7725","www.chichuk.es.kr","남녀공학","Y","20190228","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 덕양구","S090001032","토당초등학교","02","공립","","N","단설","주간","20060301","20060301","4128112000","경기도 고양시 덕양구 토당동","409-12.","412819","10520","경기도 고양시 덕양구 행신로 90","(토당동,토당초등학교)","37.617278121","126.8262575384","031-972-9450","031-972-9453","https://todang-e.goegy.kr","남녀공학","N","","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산동구","S090001033","풍산초등학교","02","공립","","N","단설","주간","20020302","20020302","4128510700","경기도 고양시 일산동구 풍동","1284.","410330","10307","경기도 고양시 일산동구 숲속마을로 51",", 풍산초등학교 (풍동)","37.6667740112","126.7966188955","031-908-8471","031-908-8474","pungsan-e.goegy.kr","남녀공학","N","","N"
"경기도교육청","경기도고양교육지원청","경기도 고양시 일산서구","S090001034","한수초등학교","02","공립","","N","단설","주간","19940605","19930228","4128710200","경기도 고양시 일산서구 주엽동","116번지.","411370","10385","경기도 고양시 일산서구 주엽로 118",", 한수초등학교 (주엽동)","37.6693637252","126.7576752443","031-912-2053","031-912-2055","hansu-e.goegy.kr","남녀공학","N","","N"
